username,password,email,is_superuser
nelstobno,Ye5NyLCZGbU,emcbrydeno@nps.gov,true
hgrzegorczyknp,hxLHDmk,jtarboxnp@github.io,false
sbrumhamnq,AYugbzpE,gvalentinq@microsoft.com,true
wdavioudnr,F0vGTeI3,kfogartynr@weather.com,true
ccamilions,G1ZFTty,kcolliberns@themeforest.net,false
obrittannt,wjyaV6ydLad9,jpauleynt@delicious.com,true
mrieplnu,46NzhI,tlipmannnu@lycos.com,true
anewnsnv,v9Ic8TXgs,cnoltonnv@nature.com,true
rmayohnw,0pcFLBvBu,cscobbienw@nyu.edu,false
dmcgrortynx,afhIzSOa1P4m,vmellsopnx@home.pl,true
chinkensny,mrjJfS,mdevoyny@elpais.com,false
nbentonz,NL29o3,cpheasantnz@nydailynews.com,false
fsmeado0,x1D2gsnzff,ffleemingo0@buzzfeed.com,false
bsheringtono1,zEvj1gSp,escurreyo1@canalblog.com,true
efulstowo2,tORojJHT,scampaigneo2@fda.gov,false
csmealo3,KtIUDXk88,btumilsono3@google.es,false
hpavliko4,jyLd94ciSLVP,lmakeswello4@paginegialle.it,true
rtevelovo5,oQXfOL,cstaneso5@storify.com,false
leggerso6,TOdHrpHCPZ,tbritziuso6@cpanel.net,false
jphlippio7,TXPCRcIWOPO4,vwaddieo7@ucla.edu,true
kvaulkhardo8,ODppbZBlGu,bmatscheko8@t.co,true
mparslowo9,mAAxav6DOE,jdanicko9@sina.com.cn,true
kdooheyoa,haSsmm8vqB0s,jlisamoreoa@xrea.com,false
afulkerob,eoAtEfpiLue,apolyeob@nba.com,false
cdelicateoc,mAR8qoEJVLAt,jerikssonoc@wordpress.com,false
klehrerod,XHfHzTSpOFq,bbeethamod@toplist.cz,false
ehitchensoe,HuztPXJT,dglederoe@omniture.com,true
hwestgateof,8TKzwdfWjL,kdockreyof@fc2.com,true
aabrahamowitczog,6YNreP,keverixog@earthlink.net,false
pfassbindleroh,Oik1uzmv5,rslimmonoh@histats.com,false
rgathercoaloi,TaDjVT6O,cmacsweeneyoi@github.io,false
rgurnelloj,RYflZ29Zw,tyushachkovoj@etsy.com,true
ldowsonok,qLcWz7491,hlyfordok@tripod.com,true
wwhitleyol,1aXVNj,pdeboickol@networkadvertising.org,false
karmandom,KpCztl56,amellandom@ucoz.com,false
ddobbinsonon,fl33ERVpd8g,htinsleyon@umich.edu,true
amatityahuoo,hGAFfKagZ,fkelcheroo@nytimes.com,false
llunkop,etHHCl,rwillemanop@gizmodo.com,false
bricoaldoq,5xKefHu9hN,glindenmanoq@addtoany.com,true
vlilianor,eeZnEGMF,mcovenyor@is.gd,false
acoursonos,dssyofQig,hgodrichos@oracle.com,false
kmatissoffot,lBK9wOERB,bjeanequinot@blogspot.com,true
tconeauou,RPJG6KkLF6Xr,gveltiou@wikipedia.org,false
gwestmacottov,Qv2VKovVKfmZ,ckasparov@bloglines.com,true
egregoraciow,kq44Zs,vmushrowow@economist.com,false
mvedikhovox,dqxgVivyZhP,bdesouzaox@a8.net,false
jrhucroftoy,kcvvJg,wpendryoy@wp.com,false
bwinterfloodoz,hZQRhUqa5,cskermoz@ucla.edu,true
fleesonp0,hpahEg,ldawsp0@prlog.org,true
rbruckmannp1,1mXFP1puY,blashamp1@jiathis.com,false
etollfreep2,OvZkaAb2,sveltmanp2@alibaba.com,false
hcarnewp3,zJNwKff2U7z,bskettlesp3@sakura.ne.jp,false
aperkinp4,fFui2ofSW,agreenroydp4@facebook.com,false
udagonp5,gKIIfUa,mpillingtonp5@cloudflare.com,false
mdowtyp6,nsjkjm,jdunthornp6@unblog.fr,true
rsteningp7,ruCmsLU,jchavezp7@feedburner.com,true
rstannettp8,joYUtnttB,pcowdryp8@cocolog-nifty.com,false
cbagniukp9,jseryMglA,amuellerp9@reference.com,true
scerithpa,dfHUDAw,rearthfieldpa@cbsnews.com,false
rgasnollpb,0BWE6axbtw9,lbutterfillpb@studiopress.com,true
spearspc,zy7P1anEIL,ritzkovwichpc@google.it,true
misabellpd,WJTfWBwltS,sdundendalepd@symantec.com,false
mkornelpe,SMWnoWtn,wipgravepe@blinklist.com,true
jduesberrypf,j3pd7r,dkillwickpf@usatoday.com,true
egoodsallpg,DK7Fdkgpgo,esalazarpg@naver.com,false
gbaggarleyph,R2qjHgsKnDJ,dcannavanph@wiley.com,false
lmedforthpi,DNouj77gj,rcastiblancopi@github.io,false
marmsteadpj,MZISN3Z2,opersichpj@psu.edu,false
alandypk,xGJsBnJCW2Ak,pegdalpk@example.com,true
delsompl,pSBC9E09,mbartalinipl@nba.com,false
mgullanpm,HTlBMA5k,dbrookesbiepm@dagondesign.com,false
awrenpn,pIqeDfPmq,ccondliffepn@arstechnica.com,false
larrowpo,Tvbgm1zxl,lblumsompo@xing.com,false
solneypp,etsSTCXSb9zr,iemmanuelipp@netscape.com,false
mverdeypq,iQAJ9q,rbarthelpq@narod.ru,true
akettlesonpr,sH5t1m,etunsleypr@ezinearticles.com,true
vloyndonps,UhSBFjeDt,higlesiasps@gmpg.org,false
alideardpt,fq4jSW,cdeamayapt@indiegogo.com,false
daphalepu,wdRRrVkpp,ameddpu@deviantart.com,true
nwilkinspv,fTB71M4KL,arenachowskipv@issuu.com,false
lfaithfullpw,PpXMPqpsCoM,zfeighrypw@ihg.com,false
scaneopx,XgAgREmlL49u,idemschkepx@bloglovin.com,true
eollenbuttelpy,rEvaloi,pbandtpy@shareasale.com,false
bvercruyssepz,NiR8IPKh,lnaishpz@livejournal.com,true
nparleyq0,eqlWats5Iuf,scabralq0@delicious.com,true
ccabrerq1,VsjHspF,bgorghettoq1@unc.edu,false
mchristauffourq2,6nxDMuHjw,jterbruggenq2@ocn.ne.jp,true
gorgelq3,prmx15,bcromwellq3@amazon.co.uk,false
dberthq4,IFBiBX,gdunningq4@google.com.br,true
dcoffeltq5,r43F8tn,hheintschq5@studiopress.com,true
nizsakq6,ahiYIMhHze9f,mwellmanq6@diigo.com,false
btuffreyq7,6wxcDRhLW,ashoebrookq7@nsw.gov.au,true
jwortonq8,fbELLe8hQ,cmacaleeseq8@arstechnica.com,false
clysq9,CBfHJYRrh,tmellmothq9@mit.edu,true
dowensqa,3KFpg3gIMtXn,gmacanultyqa@hexun.com,true
kswafieldqb,ERhn8X,asmileyqb@arizona.edu,true
mpiffordqc,vUBAr8,dmaystonqc@ftc.gov,false
galbertiqd,Q5gxaQ,rtradewellqd@51.la,true
cduminiqe,yHZV0KNWMgi8,bkaliszqe@wix.com,false
tmyringqf,vP65KV,qpallentqf@weather.com,true
idovidianqg,zrDhqjnofJt,ecoskerryqg@behance.net,false
cwestnedgeqh,C23cBDy,jziebartqh@techcrunch.com,true
rmorenoqi,j5IQWo0,ctosdevinqi@marriott.com,true
zjohnseeqj,2FP1XMdeEda,sdearnaleyqj@buzzfeed.com,false
pyansonqk,UPkQ8yWvo9,jdaneqk@unblog.fr,true
mroalfeql,3cbk9DJJ,lskaymanql@feedburner.com,true
itunstallqm,Bl13boI05pz,enortcliffeqm@wufoo.com,false
mlivoirqn,XBcISyypdKoC,mspragingqn@patch.com,false
jharridgeqo,VUkgZFaXzH,rmoorerudqo@army.mil,false
lmarcomeqp,TBuxxxhuhi,vkittredgeqp@amazon.de,false
eadnetqq,uUDlplk,wlenahanqq@disqus.com,true
blawlandqr,C3bYdU,kezzyqr@facebook.com,true
crulfqs,elpcjg,lbartiqs@posterous.com,true
cjenkenqt,i8UKv2xCf8S,atosdevinqt@bandcamp.com,true
ecratchleyqu,X8wPdzeJ4,srosevearqu@shutterfly.com,true
gboothbyqv,LdzU0xh1,rtibaltqv@wikimedia.org,false
fpedriqw,G4T8FJV5y5,rhaskewqw@unesco.org,false
blouderqx,Y0HFBKQxc22w,hcalbaitheqx@altervista.org,true
ndrinkwaterqy,F4e2YPdUvb1,aelanqy@marriott.com,true
mbowartqz,4fINPj8s,dturtonqz@1und1.de,false
ahighwoodr0,gki9OsVe,crossbrooker0@exblog.jp,true
afrenschr1,RNnM5eYjQ,cheinerr1@bbc.co.uk,true
cmullallyr2,RxcQpVZ,owoodthorper2@drupal.org,true
rfanthomr3,PboEabhC,mengehamr3@clickbank.net,true
telintuner4,GYIuNWGIkjq,lclacksonr4@technorati.com,false
mdemullettr5,iTycREEJG,sbuntonr5@cbc.ca,false
twealdr6,1KFk033Vrq,kinnottr6@t.co,true
fhurtr7,JR2hCBRPT1CN,ccarthyr7@nymag.com,true
rlamberteschir8,CnQx71kSMFHZ,lkasperr8@1688.com,true
cbateupr9,iIt9DTb,dgodsellr9@ted.com,true
jwestfieldra,8FFXTi1hgE,kwilmanra@latimes.com,false
sferencowiczrb,b2rpSlI,cheggisonrb@usda.gov,false
eraiserc,C5XJqG5PKs,lgaughanrc@tumblr.com,true
akarlerd,gd5kPkQfbu3,nconnewrd@irs.gov,false
rgrisbrookre,KPIgl6,mhannre@apache.org,true
rmartinotrf,8CFwOxEYeW,wducrowrf@zdnet.com,false
lstideverrg,QzXGX6FI,cclaragerg@issuu.com,false
hjanjusevicrh,nR6xyHxQeQD,dgibbrh@dailymail.co.uk,false
ttugwellri,FYC7kiv,mhandfordri@geocities.jp,false
bfredyrj,a02pxgleq,pmcclenaghanrj@cocolog-nifty.com,false
tbarnsdallrk,gdBYUWNb,rasherk@princeton.edu,true
yfairningtonrl,yTRPTOdzdU,atredgerrl@irs.gov,true
scardenosorm,ULYnAUHiM,hcoulmanrm@rambler.ru,false
hbrandinrn,Gb8AXMT,iwildishrn@house.gov,true
showlero,OOw3apc,rcurpheyro@dmoz.org,false
cmartinhorp,149BkMYmPKA,ehinkensenrp@comsenz.com,true
gfeatherbyrq,nIyqdjaQ,dbenionrq@123-reg.co.uk,true
rmaffiottirr,QkG8quuv,fgilsonrr@archive.org,true
